"","IP","age_read","destination","experimentName","grade","idnumber","lang","sex","time","time_in_a_week","userCode","userFileName","year"
"229","93.80.49.70",3,"agreement.csv","lopuhinpredicttest",15,"DFGHJ","русский","female",NA,"min30","NQF304",304,21
"230","46.188.30.28",4,"agreement.csv","lopuhinpredicttest",15,"13131","Русский","female",NA,"min90","UYX305",305,21
"231","46.39.53.136",3,"agreement.csv","lopuhinpredicttest",6,"108","Русский","male",NA,"min30","TKN306",306,12
"232","62.133.162.232",4,"agreement.csv","lopuhinpredicttest",15,"D2041","русский","female",NA,"min60","UUR307",307,21
"233","217.117.125.72",4,"agreement.csv","lopuhinpredicttest",6,"","ru","male",NA,"min100500","JXK308",308,12
"234","95.84.239.162",1,"agreement.csv","lopuhinpredicttest",1,"TEST","TEST","male",NA,"min10","HQG309",309,1
"235","90.154.71.136",4,"agreement.csv","lopuhinpredicttest",7,"VZS1612","Русский","male",NA,"min100500","RUW310",310,12
"236","90.154.71.136",4,"agreement.csv","lopuhinpredicttest",7,"VZS1612","Русский","male",NA,"min100500","FHB311",311,12
"237","31.173.85.162",4,"agreement.csv","lopuhinpredicttest",15,"D22854","Русский","female",NA,"min60","NNQ312",312,20
"238","176.59.57.49",4,"agreement.csv","lopuhinpredicttest",9,"","Русский","male",NA,"min100500","VCI313",313,15
"239","89.139.85.182",5,"agreement.csv","lopuhinpredicttest",5,"","русскй","female",NA,"min10","FQW314",314,10
"240","145.255.160.168",5,"agreement.csv","lopuhinpredicttest",5,"8ARR","Русский","male",NA,"min90","KBF315",315,11
"241","109.252.50.251",5,"agreement.csv","lopuhinpredicttest",7,"","Русский","female",NA,"min100500","AYY316",316,12
"242","212.35.173.27",6,"agreement.csv","lopuhinpredicttest",9,"21APE","русский","female",NA,"min60","LWW317",317,15
"243","212.35.173.27",7,"agreement.csv","lopuhinpredicttest",4,"21DPE","русский","female",NA,"min10","CGY318",318,10
"244","109.252.50.251",5,"agreement.csv","lopuhinpredicttest",7,"","русский","female",NA,"min100500","NNN319",319,12
"245","91.233.239.166",6,"agreement.csv","lopuhinpredicttest",4,"22DAV","русский","female",NA,"min60","SDQ321",321,10
"246","46.242.10.117",6,"agreement.csv","lopuhinpredicttest",8,"1YSV","Русский","female",NA,"min30","IKP322",322,14
"247","46.242.10.117",6,"agreement.csv","lopuhinpredicttest",8,"1YSV","Русский","female",NA,"min30","XNP323",323,14
"248","213.87.136.46",6,"agreement.csv","lopuhinpredicttest",8,"1YSV","Русский","female",NA,"min30","ITE324",324,14
"249","213.87.136.46",6,"agreement.csv","lopuhinpredicttest",8,"1YSV","Русский","female",NA,"min30","IUJ325",325,14
"250","185.126.129.147",6,"agreement.csv","lopuhinpredicttest",9,"03khdira","Русский ","female",NA,"min60","SKI326",326,16
"251","185.126.129.147",6,"agreement.csv","lopuhinpredicttest",9,"03khdira ","Русский ","female",NA,"min60","TNG327",327,16
"252","37.204.169.214",4,"agreement.csv","lopuhinpredicttest",8,"03SAN","Русский","male",NA,"min60","PKY328",328,14
"253","37.204.169.214",4,"agreement.csv","lopuhinpredicttest",8,"03SAN","Русский","male",NA,"min60","YUU330",330,14
"254","95.153.130.2",1,"agreement.csv","lopuhinpredicttest",9,"04PAA","русский","female",NA,"min90","EFM331",331,15
"255","37.204.169.214",4,"agreement.csv","lopuhinpredicttest",8,"04SAN","Русский","male",NA,"min60","EWE332",332,14
"256","5.1.49.54",5,"agreement.csv","lopuhinpredicttest",8,"03DAA","русский","female",NA,"min60","DSQ333",333,14
"257","46.188.122.139",5,"agreement.csv","lopuhinpredicttest",4,"04LYM","Русский","male",NA,"min60","ENY334",334,10
"258","46.188.122.139",5,"agreement.csv","lopuhinpredicttest",4,"04LYM","Русский","male",NA,"min60","ZVR335",335,10
"259","46.188.122.139",4,"agreement.csv","lopuhinpredicttest",4,"04LYM","Русский","male",NA,"min60","INC336",336,10
"260","176.59.132.146",5,"agreement.csv","lopuhinpredicttest",8," 24EDD","Русский","female",NA,"min30","QXD337",337,13
"261","213.87.126.134",6,"agreement.csv","lopuhinpredicttest",8,"05PDM","Русский","female",NA,"min30","TIB337",337,14
"262","31.173.241.102",6,"agreement.csv","lopuhinpredicttest",8,"","Русский","female",NA,"min30","HLC338",338,14
"263","176.59.129.228",4,"agreement.csv","lopuhinpredicttest",8,"5VRA","Русский ","male",NA,"min30","PGO338",338,14
"264","176.59.129.228",4,"agreement.csv","lopuhinpredicttest",8,"5VRA","Русский ","male",NA,"min30","FRP338",338,14
"265","213.87.127.117",5,"agreement.csv","lopuhinpredicttest",8,"05VYM","Русский","female",NA,"min10","OFQ339",339,14
"266","31.173.243.98",6,"agreement.csv","lopuhinpredicttest",8,"5RDD","Русский язык ","female",NA,"min30","TRJ340",340,14
"267","176.59.140.108",5,"agreement.csv","lopuhinpredicttest",8,"5khp","Русский","female",NA,"min30","UQV341",341,14
"268","89.113.137.228",5,"agreement.csv","lopuhinpredicttest",8,"06ZHB","русский ну и немного киргизский ну как прост знаю но не говорю на нём тип понимаю ","female",NA,"min30","WQO342",342,14
"269","89.113.136.136",5,"agreement.csv","lopuhinpredicttest",8,"05KKP","Русский ","male",NA,"min60","SHD343",343,14
"270","89.113.140.169",7,"agreement.csv","lopuhinpredicttest",8,"5RGA","Русский","male",NA,"min10","EDT344",344,14
"271","213.87.127.117",5,"agreement.csv","lopuhinpredicttest",8,"05WAD","Русский","female",NA,"min60","IME344",344,14
"272","109.252.108.162",6,"agreement.csv","lopuhinpredicttest",9,"05LJV","Русский","female",NA,"min100500","FNY345",345,15
"273","109.252.73.194",4,"agreement.csv","lopuhinpredicttest",5,"05AVS","Русский","male",NA,"min30","ODW346",346,11
"274","217.19.215.39",6,"agreement.csv","lopuhinpredicttest",9,"6ESE","русский ","female",NA,"min100500","UHS348",348,15
"275","217.19.215.39",5,"agreement.csv","lopuhinpredicttest",9,"6ESE","русский","female",NA,"min100500","BXZ351",351,15
"276","185.126.130.63",6,"agreement.csv","lopuhinpredicttest",9,"","Русский","male",NA,"min30","HSP352",352,2005
"277","185.126.130.63",6,"agreement.csv","lopuhinpredicttest",9,"07TMA","Русский","male",NA,"min30","YJF353",353,2005
"278","2.60.71.24",5,"agreement.csv","lopuhinpredicttest",10,"","Русский","female",NA,"min60","OBP354",354,16
"279","31.29.186.31",6,"agreement.csv","lopuhinpredicttest",5,"08SYA","Русский язык","female",NA,"min30","NNU357",357,11
"280","5.1.49.45",5,"agreement.csv","lopuhinpredicttest",8,"16DAA","Русский","female",NA,"min60","XBO360",360,14
"281","91.219.90.249",4,"agreement.csv","lopuhinpredicttest",4,"24ALE","русский","male",NA,"min10","GTL364",364,10
"282","46.242.8.145",6,"agreement.csv","lopuhinpredicttest",7,"04VSZ","Русский","male",NA,"min60","RCP365",365,13
"283","46.242.8.145",-31,"agreement.csv","lopuhinpredicttest",-20,"тест","тест","male",NA,"min10","NXU366",366,-24
"284","46.242.61.6",6,"agreement.csv","lopuhinpredicttest",8,"18EMA","Русский","male",NA,"min90","BHV370",370,14
"285","109.252.2.169",7,"agreement.csv","lopuhinpredicttest",5,"","Русский","male",NA,"min30","QLV371",371,12
"286","109.252.2.169",7,"agreement.csv","lopuhinpredicttest",5,"","Русский","male",NA,"min30","RLI372",372,12
"287","109.252.2.169",7,"agreement.csv","lopuhinpredicttest",5,"","Русский","male",NA,"min10","FNU374",374,12
"288","95.165.99.158",5,"agreement.csv","lopuhinpredicttest",5,"18SKD","Русский","female",NA,"min30","JPN378",378,12
"289","95.165.99.158",5,"agreement.csv","lopuhinpredicttest",5,"18SKD","Русский","female",NA,"min30","ADR379",379,12
"290","46.242.8.145",-13,"agreement.csv","lopuhinpredicttest",-13,"тест","тест","male",NA,"min60","RWL380",380,-9
"291","46.38.44.107",-15,"agreement.csv","lopuhinpredicttest",-11,"ю",".","female",NA,"min10","BHK381",381,-8
"292","94.142.140.40",7,"agreement.csv","lopuhinpredicttest",8,"11","--","male",NA,"min30","RXT385",385,14
"293","46.138.70.217",6,"agreement.csv","lopuhinpredicttest",1,"","русский","female",NA,"min90","MQV390",390,21
"294","89.113.158.223",5,"agreement.csv","lopuhinpredicttest",0,"testK","русский","female",NA,"min10","CSV392",392,22
"295","94.194.165.198",1,"agreement.csv","lopuhinpredicttest",1,"1","1","female",NA,"min10","VEJ393",393,34
"296","109.252.111.94",5,"agreement.csv","lopuhinpredicttest",5,"","русский","female",NA,"min10","ZLP394",394,5
"297","95.24.121.171",5,"agreement.csv","lopuhinpredicttest",5,"","Русский","male",NA,"min30","MHP395",395,5
"298","46.138.110.238",5,"agreement.csv","lopuhinpredicttest",28,"test25","русский","female",NA,"min60","COS396",396,28
"299","83.242.179.74",5,"agreement.csv","lopuhinpredicttest",0,"","русский","female",NA,"min10","MLG399",399,28
"300","83.242.179.74",0,"agreement.csv","lopuhinpredicttest",0,"","0","male",NA,"min10","KWG400",400,1995
"301","37.252.5.201",5,"agreement.csv","lopuhinpredicttest",12,"test1","русский","female",NA,"min30","OBG405",405,28
"302","94.29.126.183",3,"agreement.csv","lopuhinpredicttest",9,"","русская","male",NA,"min100500","ECN406",406,15
"303","51.158.233.116",5,"agreement.csv","lopuhinpredicttest",9,"","русский","female",NA,"min10","CJJ407",407,15
"304","94.29.126.183",4,"agreement.csv","lopuhinpredicttest",9,"","русский","male",NA,"min60","WXD407",407,15
"305","94.29.126.183",-3,"agreement.csv","lopuhinpredicttest",-9,"агент 47","русский","male",NA,"min90","PLQ407",407,26
"306","213.87.137.103",3,"agreement.csv","lopuhinpredicttest",9,"","Русский ","male",NA,"min10","ZOF408",408,16
"307","94.29.126.183",-1,"agreement.csv","lopuhinpredicttest",-9,"","Русский","male",NA,"min100500","LWR408",408,-15
"308","94.29.126.183",5,"agreement.csv","lopuhinpredicttest",9,"","китайский‚ русский","female",NA,"min60","DFG409",409,15
"309","89.113.154.147",5,"agreement.csv","lopuhinpredicttest",9,"","русский","male",NA,"min100500","ZUP410",410,16
"310","94.29.126.183",3,"agreement.csv","lopuhinpredicttest",9,"","русская","male",NA,"min30","ZAY411",411,15
"311","213.87.138.195",4,"agreement.csv","lopuhinpredicttest",9,"","русская речь","male",NA,"min10","EKT412",412,16
"312","94.29.126.183",5,"agreement.csv","lopuhinpredicttest",9,"","Русский","male",NA,"min100500","LLP413",413,15
"313","94.29.126.183",3,"agreement.csv","lopuhinpredicttest",9,"","Русский","female",NA,"min90","ULX414",414,15
"314","94.29.126.183",3,"agreement.csv","lopuhinpredicttest",9,"","Русский","male",NA,"min100500","MSR414",414,15
"315","89.113.156.16",4,"agreement.csv","lopuhinpredicttest",9,"-","Русский","female",NA,"min60","LPI414",414,15
"316","94.29.126.183",3,"agreement.csv","lopuhinpredicttest",9,"","русский","female",NA,"min100500","EHH415",415,15
"317","213.87.132.11",4,"agreement.csv","lopuhinpredicttest",9,"","Русский","female",NA,"min90","WNL415",415,15
"318","94.29.126.183",3,"agreement.csv","lopuhinpredicttest",9,"","русский","male",NA,"min90","JHB416",416,15
"319","94.29.126.183",3,"agreement.csv","lopuhinpredicttest",9,"","русский","female",NA,"min100500","UJZ417",417,15
"320","89.113.152.113",3,"agreement.csv","lopuhinpredicttest",9,"","РУССКИЙ","male",NA,"min60","SGZ419",419,15
"321","109.252.118.200",4,"agreement.csv","lopuhinpredicttest",12,"","русский","female",NA,"min90","OCY420",420,29
"322","109.252.110.4",7,"agreement.csv","lopuhinpredicttest",2,"","русский","female",NA,"min30","EXZ423",423,9
"323","46.138.61.209",5,"agreement.csv","lopuhinpredicttest",10,"453","рус","male",NA,"min60","AGG425",425,15
"324","79.164.75.251",5,"agreement.csv","lopuhinpredicttest",7,"","Русский","female",NA,"min30","NBK426",426,13
"325","94.29.124.177",3,"agreement.csv","lopuhinpredicttest",7,"","Русский ","male",NA,"min60","AWR427",427,12
"326","94.29.124.177",3,"agreement.csv","lopuhinpredicttest",7,"","Русский ","male",NA,"min60","WUC428",428,12
"327","89.113.158.77",4,"agreement.csv","lopuhinpredicttest",31,"","Русский ","female",NA,"min60","MYB430",430,47
"328","62.182.75.24",5,"agreement.csv","lopuhinpredicttest",7,"","русский","male",NA,"min30","BAP431",431,14
"329","90.154.70.18",4,"agreement.csv","lopuhinpredicttest",7,"","Русский","male",NA,"min60","QIY432",432,13
"330","46.138.19.157",3,"agreement.csv","lopuhinpredicttest",1,"-","русский","male",NA,"min100500","HCC433",433,30
"331","178.176.74.25",4,"agreement.csv","lopuhinpredicttest",8,"","Русский","female",NA,"min100500","HNS434",434,14
"332","94.25.171.129",4,"agreement.csv","lopuhinpredicttest",8,"","Русский‚ английский ","female",NA,"min100500","NTS437",437,14
"333","213.87.146.208",3,"agreement.csv","lopuhinpredicttest",8,"","Русский‚ Чувашский ","male",NA,"min90","JRS438",438,14
"334","89.113.149.188",4,"agreement.csv","lopuhinpredicttest",11,"","Русский","female",NA,"min100500","YFF439",439,16
"335","178.176.74.78",4,"agreement.csv","lopuhinpredicttest",11,"","Русский","female",NA,"min10","OZR440",440,17
"336","213.87.136.101",5,"agreement.csv","lopuhinpredicttest",8,"","Русский","female",NA,"min10","VTT441",441,15
"337","91.122.118.117",4,"agreement.csv","lopuhinpredicttest",11,"","Русский","female",NA,"min30","SFM442",442,17
"338","176.59.43.67",4,"agreement.csv","lopuhinpredicttest",10,"","Русский ","female",NA,"min100500","EFK444",444,16
"339","176.59.43.67",4,"agreement.csv","lopuhinpredicttest",10,"","Русский ","female",NA,"min100500","JKS445",445,16
"340","178.176.76.83",6,"agreement.csv","lopuhinpredicttest",10,"","Русский","male",NA,"min10","WIM446",446,16
"341","176.59.43.67",4,"agreement.csv","lopuhinpredicttest",10,"","Русский ","female",NA,"min100500","VAY447",447,16
"342","178.176.79.156",3,"agreement.csv","lopuhinpredicttest",10,"","Русский","male",NA,"min100500","EGF448",448,16
"343","213.87.134.103",4,"agreement.csv","lopuhinpredicttest",11,"","русский","female",NA,"min90","XIV449",449,17
"344","195.154.28.200",4,"agreement.csv","lopuhinpredicttest",11,"","русский","female",NA,"min60","LOU450",450,18
"345","95.24.69.140",5,"agreement.csv","lopuhinpredicttest",8,"","Русский","female",NA,"min10","IND451",451,14
"346","95.24.36.252",5,"agreement.csv","lopuhinpredicttest",11,"","Русский","male",NA,"min30","TTB453",453,19
"347","46.31.31.37",6,"agreement.csv","lopuhinpredicttest",8,"","Русский","male",NA,"min60","ZNV454",454,14
"348","91.193.176.126",4,"agreement.csv","lopuhinpredicttest",2,"","русский","female",NA,"min30","WMK455",455,9
"349","158.36.124.19",5,"agreement.csv","lopuhinpredicttest",0,"","русский","female",NA,"min10","RPK456",456,30
"350","62.89.14.243",3,"agreement.csv","lopuhinpredicttest",0,"","русский","female",NA,"min100500","WWL457",457,28
"351","176.6.205.213",4,"agreement.csv","lopuhinpredicttest",0,"","русский","female",NA,"min90","NYM458",458,25
"352","178.176.77.85",3,"agreement.csv","lopuhinpredicttest",0,"","Русский","female",NA,"min100500","GFG459",459,24
"353","109.252.178.238",7,"agreement.csv","lopuhinpredicttest",0,"","Русский ","female",NA,"min90","CPZ460",460,30
"354","51.159.222.37",3,"agreement.csv","lopuhinpredicttest",0,"","русский","female",NA,"min30","DQS461",461,24
"355","89.113.151.161",3,"agreement.csv","lopuhinpredicttest",16,"","русский","male",NA,"min100500","XJC461",461,24
"356","37.204.71.17",3,"agreement.csv","lopuhinpredicttest",0,"","русский","male",NA,"min100500","TXM462",462,27
"357","5.152.104.71",3,"agreement.csv","lopuhinpredicttest",0,"","русский","male",NA,"min10","FSP463",463,29
"358","77.37.147.177",4,"agreement.csv","lopuhinpredicttest",0,"","русский","male",NA,"min100500","DIP463",463,26
"359","85.140.25.136",5,"agreement.csv","lopuhinpredicttest",0,"","русский","male",NA,"min100500","VGQ464",464,25
"360","178.199.214.37",6,"agreement.csv","lopuhinpredicttest",0,"","русский","male",NA,"min60","SSR467",467,31
"361","188.44.47.240",6,"agreement.csv","lopuhinpredicttest",0,"","русский","female",NA,"min90","UZU468",468,54
"362","141.136.91.163",5,"agreement.csv","lopuhinpredicttest",0,"","Русский","male",NA,"min90","JDU470",470,28
"363","132.64.244.34",4,"agreement.csv","lopuhinpredicttest",0,"","Русский‚ Английский","female",NA,"min100500","UKN470",470,28
"364","195.34.193.16",4,"agreement.csv","lopuhinpredicttest",0,"","Русский","male",NA,"min10","URO471",471,28
"365","37.204.54.136",5,"agreement.csv","lopuhinpredicttest",0,"","Русский","male",NA,"min60","RSM473",473,24
"366","46.138.7.54",5,"agreement.csv","lopuhinpredicttest",0,"","русский","female",NA,"min30","BXS474",474,19
"367","95.161.205.206",3,"agreement.csv","lopuhinpredicttest",20,"","русский","female",NA,"min100500","FXE475",475,24
"368","94.43.171.29",3,"agreement.csv","lopuhinpredicttest",0,"","русский","male",NA,"min100500","KFI476",476,28
"369","213.87.134.187",5,"agreement.csv","lopuhinpredicttest",0,"","русский ","female",NA,"min100500","IRA477",477,21
"370","31.135.236.192",4,"agreement.csv","lopuhinpredicttest",0,"","Русский","male",NA,"min10","XHN479",479,34
"371","2.215.254.44",5,"agreement.csv","lopuhinpredicttest",45,"","русский","male",NA,"min100500","VRM480",480,51
"372","95.24.20.69",4,"agreement.csv","lopuhinpredicttest",0,"","русский ","female",NA,"min10","TDD481",481,35
"373","89.175.18.189",4,"agreement.csv","lopuhinpredicttest",0,"","русский","female",NA,"min60","FPO482",482,19
"374","31.173.81.26",5,"agreement.csv","lopuhinpredicttest",0,"","Русский","male",NA,"min10","USS482",482,36
"375","79.134.37.172",4,"agreement.csv","lopuhinpredicttest",0,"","Русский ","female",NA,"min10","XAE483",483,30
"376","46.138.33.174",5,"agreement.csv","lopuhinpredicttest",0,"","Русский","female",NA,"min100500","OQP484",484,54
"377","109.252.93.176",6,"agreement.csv","lopuhinpredicttest",0,"","Русский ","female",NA,"min100500","KAQ485",485,33
"378","91.123.28.37",4,"agreement.csv","lopuhinpredicttest",0,"","русский","female",NA,"min100500","HID486",486,19
"379","213.87.144.252",3,"agreement.csv","lopuhinpredicttest",0,"","Русский ","female",NA,"min60","JDN487",487,23
"380","213.87.130.115",4,"agreement.csv","lopuhinpredicttest",0,"","Русский","female",NA,"min60","MBN488",488,18
"381","109.252.58.90",4,"agreement.csv","lopuhinpredicttest",0,"","Русский","female",NA,"min100500","YFZ489",489,36
"382","95.24.38.244",7,"agreement.csv","lopuhinpredicttest",0,"","Русский","male",NA,"min60","NUB490",490,24
"383","91.197.57.194",5,"agreement.csv","lopuhinpredicttest",0,"","русский","female",NA,"min60","LBO491",491,38
"384","45.137.112.6",6,"agreement.csv","lopuhinpredicttest",11,"","Русский","male",NA,"min100500","HMT492",492,17
"385","195.8.50.197",5,"agreement.csv","lopuhinpredicttest",0,"","русский","female",NA,"min90","ALG492",492,25
"386","141.35.40.47",5,"agreement.csv","lopuhinpredicttest",0,"","русский","male",NA,"min90","SQC493",493,29
"387","80.250.2.182",7,"agreement.csv","lopuhinpredicttest",16,"","Русский ","female",NA,"min100500","LZZ494",494,23
"388","94.230.166.35",5,"agreement.csv","lopuhinpredicttest",0,"","татарский","female",NA,"min100500","LXI495",495,35
"389","46.39.56.174",5,"agreement.csv","lopuhinpredicttest",0,"","Русский","male",NA,"min100500","UZJ496",496,41
"390","31.10.168.139",6,"agreement.csv","lopuhinpredicttest",0,"","русский","female",NA,"min30","KXQ498",498,29
"391","89.113.150.223",4,"agreement.csv","lopuhinpredicttest",10,"","Русский","male",NA,"min100500","ZBG499",499,16
"392","46.31.30.218",6,"agreement.csv","lopuhinpredicttest",10,"","русский","female",NA,"min60","VCC500",500,17
"393","31.182.202.187",4,"agreement.csv","lopuhinpredicttest",24,"","русский","male",NA,"min10","VJK501",501,29
"394","37.190.63.86",6,"agreement.csv","lopuhinpredicttest",0,"","Русский ","female",NA,"min30","YXG502",502,44
"395","109.252.6.166",3,"agreement.csv","lopuhinpredicttest",0,"","русский","male",NA,"min100500","EUH503",503,22
"396","80.246.130.189",5,"agreement.csv","lopuhinpredicttest",0,"","Русский ","female",NA,"min60","MPP504",504,19
"397","178.221.150.36",3,"agreement.csv","lopuhinpredicttest",0,"","русский","male",NA,"min30","MEC505",505,25
"398","94.141.255.244",5,"agreement.csv","lopuhinpredicttest",0,"","Русский","female",NA,"min60","GPG506",506,28
"399","176.59.164.6",6,"agreement.csv","lopuhinpredicttest",11,"Что это? ","Русский","male",NA,"min90","WPL507",507,20
"400","37.110.53.225",6,"agreement.csv","lopuhinpredicttest",0,"","Русский","female",NA,"min10","MMT508",508,41
"401","37.110.53.225",6,"agreement.csv","lopuhinpredicttest",0,"","Русский","female",NA,"min10","POW509",509,41
"402","46.31.30.218",6,"agreement.csv","lopuhinpredicttest",10,"","русский","female",NA,"min90","ART510",510,17
"403","109.252.218.31",10,"agreement.csv","lopuhinpredicttest",0,"","Русский","male",NA,"min30","UHJ511",511,20
"404","109.252.218.31",5,"agreement.csv","lopuhinpredicttest",4,"Не знаю","Русский","male",NA,"min10","KCD513",513,10
"405","213.87.162.40",4,"agreement.csv","lopuhinpredicttest",0,"","Русский","female",NA,"min100500","OPN515",515,21
"406","89.255.97.229",3,"agreement.csv","lopuhinpredicttest",0,"","Рус","female",NA,"min10","UDL516",516,44
"407","139.82.255.72",3,"agreement.csv","lopuhinpredicttest",17,"","Русский","male",NA,"min100500","VGP518",518,22
"408","109.252.218.31",6,"agreement.csv","lopuhinpredicttest",0,"","Русский","male",NA,"min30","QBK519",519,47
"409","46.73.132.225",5,"agreement.csv","lopuhinpredicttest",0,"","русский","female",NA,"min100500","WCI520",520,23
"410","213.87.89.26",6,"agreement.csv","lopuhinpredicttest",0,"","Русский","female",NA,"min100500","ZNH521",521,49
"411","213.87.89.26",6,"agreement.csv","lopuhinpredicttest",0,"","Русский","female",NA,"min100500","EVH522",522,49
"412","213.87.89.26",6,"agreement.csv","lopuhinpredicttest",0,"","Русский","female",NA,"min100500","VUI524",524,49
"413","188.123.231.93",5,"agreement.csv","lopuhinpredicttest",11,"","Русский","female",NA,"min100500","OVY525",525,17
"414","213.137.71.44",4,"agreement.csv","lopuhinpredicttest",11,"","Русский","female",NA,"min30","PCR526",526,51
"415","188.44.47.240",7,"agreement.csv","lopuhinpredicttest",0,"","Русский","male",NA,"min100500","RNR528",528,30
"416","188.32.204.146",4,"agreement.csv","lopuhinpredicttest",3,"","русский","female",NA,"min10","ITX533",533,8
"417","95.165.167.102",6,"agreement.csv","lopuhinpredicttest",0,"","Русский","female",NA,"min100500","NZE535",535,29
"418","213.87.136.233",5,"agreement.csv","lopuhinpredicttest",0,"","русский ","female",NA,"min100500","FPH536",536,5
"419","89.113.157.92",6,"agreement.csv","lopuhinpredicttest",5,"","Русский","male",NA,"min90","KPE537",537,11
"420","46.138.3.240",6,"agreement.csv","lopuhinpredicttest",8,"","русский","female",NA,"min100500","MGX540",540,14
"421","188.32.204.146",3,"agreement.csv","lopuhinpredicttest",0,"","русский","female",NA,"min100500","PBJ541",541,35
"422","46.138.3.240",6,"agreement.csv","lopuhinpredicttest",8,"","русский","female",NA,"min100500","XDP542",542,14
"423","178.71.0.251",5,"agreement.csv","lopuhinpredicttest",21,"","Русский","male",NA,"min100500","NFM545",545,48
"424","84.21.167.80",5,"agreement.csv","lopuhinpredicttest",25,"","Русский","female",NA,"min100500","EUD546",546,36
"425","89.188.170.91",5,"agreement.csv","lopuhinpredicttest",0,"","Русский","female",NA,"min60","LDR547",547,26
"426","84.21.167.80",5,"agreement.csv","lopuhinpredicttest",0,"","Русский","male",NA,"min60","MLS549",549,7
"427","178.71.0.251",6,"agreement.csv","lopuhinpredicttest",4,"","Русский","female",NA,"min60","VGW550",550,10
"428","185.201.31.42",5,"agreement.csv","lopuhinpredicttest",1,"","Русский","female",NA,"min10","DNM551",551,5
"429","213.87.159.203",5,"agreement.csv","lopuhinpredicttest",2,"","Русский","female",NA,"min100500","HRR552",552,8
"430","109.252.218.31",6,"agreement.csv","lopuhinpredicttest",0,"","Русский","female",NA,"min10","UMJ553",553,43
"431","178.71.0.251",6,"agreement.csv","lopuhinpredicttest",2,"","Русский","female",NA,"min60","WKD554",554,8
"432","194.226.56.147",4,"agreement.csv","lopuhinpredicttest",0,"","русский","male",NA,"min90","PCU557",557,50
"433","89.175.46.44",5,"agreement.csv","lopuhinpredicttest",11,"","Русский","male",NA,"min100500","BJM559",559,18
"434","213.87.89.121",4,"agreement.csv","lopuhinpredicttest",0,"","Русский ","female",NA,"min60","YOT562",562,26
"435","185.211.158.91",6,"agreement.csv","lopuhinpredicttest",27,"","Русский","female",NA,"min100500","SPR563",563,33
"436","212.15.58.65",6,"agreement.csv","lopuhinpredicttest",7,"","Русский","male",NA,"min10","GCG566",566,13
"437","178.205.5.113",6,"agreement.csv","lopuhinpredicttest",2,"","русский","male",NA,"min30","ODQ567",567,8
"438","217.15.62.29",3,"agreement.csv","lopuhinpredicttest",0,"","русский ","female",NA,"min90","EQP570",570,22
"439","178.66.158.21",3,"agreement.csv","lopuhinpredicttest",-5,"","русский","female",NA,"min100500","YXI571",571,31
"440","31.173.80.90",5,"agreement.csv","lopuhinpredicttest",9,"","русский","male",NA,"min60","EYZ572",572,16
"441","31.173.80.90",5,"agreement.csv","lopuhinpredicttest",9,"","русский","male",NA,"min60","QLR573",573,16
"442","83.139.25.67",5,"agreement.csv","lopuhinpredicttest",0,"","Русский ","male",NA,"min90","MBC575",575,25
"443","178.66.158.21",5,"agreement.csv","lopuhinpredicttest",1,"","русский","female",NA,"min10","UFX576",576,7
"444","194.247.182.162",3,"agreement.csv","lopuhinpredicttest",0,"","Русский","male",NA,"min60","OGE577",577,29
"445","89.113.152.15",8,"agreement.csv","lopuhinpredicttest",100,"","Русский ","male",NA,"min90","RTB579",579,52
"446","213.87.132.94",4,"agreement.csv","lopuhinpredicttest",11,"","Русский","male",NA,"min100500","DJB580",580,18
"447","158.160.48.205",7,"agreement.csv","lopuhinpredicttest",1,"","Русский","male",NA,"min10","COY582",582,7
"448","24.113.161.225",4,"agreement.csv","lopuhinpredicttest",0,"","русский","female",NA,"min100500","YIA583",583,30
"449","62.23.213.11",5,"agreement.csv","lopuhinpredicttest",6,"","ffsd","female",NA,"min30","UVL584",584,8
"450","169.150.218.83",5,"agreement.csv","lopuhinpredicttest",0,"","Русский","male",NA,"min60","QCQ585",585,22
"451","5.19.99.165",5,"agreement.csv","lopuhinpredicttest",8,"","Русский язык","female",NA,"min30","BWU586",586,13
"452","5.19.99.165",5,"agreement.csv","lopuhinpredicttest",8,"","Русский язык","female",NA,"min30","SJQ587",587,13
"453","46.138.19.235",6,"agreement.csv","lopuhinpredicttest",8,"","Русский","female",NA,"min90","JDV588",588,14
"454","109.252.51.90",4,"agreement.csv","lopuhinpredicttest",8,"Не знаю","Русский ","male",NA,"min100500","VZN588",588,14
"455","109.252.118.35",7,"agreement.csv","lopuhinpredicttest",8,"","Русский","female",NA,"min60","USK589",589,14
"456","46.138.178.228",8,"agreement.csv","lopuhinpredicttest",8,"","Русский","female",NA,"min100500","JKF590",590,14
"457","83.220.236.115",3,"agreement.csv","lopuhinpredicttest",8,"","Русский","female",NA,"min100500","TPS591",591,14
"458","178.176.79.210",4,"agreement.csv","lopuhinpredicttest",8,"","Русский ","female",NA,"min100500","DEG592",592,14
"459","83.220.236.115",3,"agreement.csv","lopuhinpredicttest",8,"","Русский","female",NA,"min100500","MNO593",593,14
"460","83.220.236.115",3,"agreement.csv","lopuhinpredicttest",8,"","Русский","female",NA,"min100500","TML594",594,14
"461","51.158.204.64",3,"agreement.csv","lopuhinpredicttest",8,"","Русский ","male",NA,"min30","WXJ595",595,14
"462","51.158.204.64",3,"agreement.csv","lopuhinpredicttest",8,"","Русский ","male",NA,"min30","WKV596",596,14
